stim_id,utt_id,speaker,canonical_text,actual_text,foil_text,target_word_index,target_word,actual_word,target_phone_sub,foil_word_index,foil_word_original,foil_word,foil_phone_sub,real_target_start,real_target_end,ref_target_start,ref_target_end,real_foil_start,real_foil_end,ref_foil_start,ref_foil_end,has_foil,align_ok,word_accuracy,utt_accuracy
R0174,096230018,09623,WE MUST THINK OF THE GOOD AND NOT THE EVIL,WE MUST THINK OF THE GOD AND NOT THE EVIL,WE MUST THINK UP THE GOOD AND NOT THE EVIL,5,GOOD,GOD,UH->AA@1,3,OF,UP,V->P@1,4.564,4.905,0.85,1.052,2.883,3.103,0.647,0.688,yes,yes,3,5
R0175,096230020,09623,HE PUT HIS HAND ON THE KNOB AND OPENED IT,HER PUT HIS HAND ON THE KNOB AND OPENED IT,HE PUT HAS HAND ON THE KNOB AND OPENED IT,0,HE,HER,IY->ER@1,2,HIS,HAS,IH->AE@1,0.0,1.181,0.0,0.121,2.362,3.342,0.343,0.444,yes,yes,3,4
R0176,096240001,09624,SHE WAS NEVER THE SAME,SHE WAS NEVER THE SOME,SHE ONE NEVER THE SAME,4,SAME,SOME,EY->AH@1,1,WAS,ONE,Z->N@2,3.09,3.15,0.633,1.184,0.963,1.264,0.143,0.225,yes,yes,3,7
R0177,096240003,09624,HE JUST TURNED AND LEFT,HE JUST TURNED AND LIFT,SEE JUST TURNED AND LEFT,4,LEFT,LIFT,EH->IH@1,0,HE,SEE,HH->S@0,3.318,4.444,0.908,1.312,0.0,0.824,0.0,0.141,yes,yes,5,5
R0178,096240006,09624,THE PEOPLE BEHIND ME WERE NOT GOING TO LET UP,THE PEOPLE BEHIND ME WERE NOT GOING THE LET UP,THE PEOPLE BEHIND SEE WERE NOT GOING TO LET UP,7,TO,THE,T->DH@0;UW->AH@1,3,ME,SEE,M->S@0,6.02,6.06,1.577,1.678,4.214,4.435,0.869,0.93,yes,no,3,5
R0179,096240010,09624,THE END OF HER TIME WITH HER FRIENDS,THE END OF HER TEAM WITH HER FRIENDS,THE END OF HER TIME WILL HER FRIENDS,4,TIME,TEAM,AY->IY@1,5,WITH,WILL,DH->L@2,2.683,3.063,0.606,0.888,3.123,3.524,0.929,1.03,yes,yes,3,3
R0180,096240017,09624,I PUT MY HAND IN FRONT OF HER,I PETE MY HAND IN FRONT OF HER,I PUT MY HAND IT FRONT OF HER,1,PUT,PETE,UH->IY@1,4,IN,IT,N->T@1,0.882,1.082,0.202,0.343,3.267,3.448,0.869,0.929,yes,yes,3,4
R0181,096250002,09625,SHE TURNED AROUND AND LOOKED HIM IN THE EYES,SHE TURNED AROUND BUT LOOKED HIM IN THE EYES,SHE TURNED AROUND AND LOOKED HIM IT THE EYES,3,AND,BUT,AE->B@0;N->AH@1;D->T@2,6,IN,IT,N->T@1,2.543,3.123,0.766,0.846,4.485,4.625,1.269,1.31,yes,yes,2,4
R0182,096250003,09625,IT WAS ALL HE COULD DO,IT WAS ALL SHE COULD DO,IT WAS OR HE COULD DO,3,HE,SHE,HH->SH@0,2,ALL,OR,L->R@1,1.628,2.01,0.844,0.924,0.864,1.467,0.683,0.804,yes,yes,3,5
R0183,096250004,09625,THEY WOULD NOT KNOW IT,THE WOULD NOT KNOW IT,THEY WOULD NOT KNOW IN,0,THEY,THE,EY->AH@1,4,IT,IN,T->N@1,0.0,1.184,0.0,0.141,3.15,3.17,1.245,1.266,yes,no,3,3
R0184,096250007,09625,BUT OF ONE THING SHE IS SURE,BUT OF ONE THING HE IS SURE,BUT OF WHAT THING SHE IS SURE,4,SHE,HE,SH->HH@0,2,ONE,WHAT,N->T@2,3.609,3.87,0.868,1.009,1.624,1.784,0.303,0.464,yes,yes,3,5
R0185,096250008,09625,YOU HAVE A GIRL WITH YOU,YOU HAS A GIRL WITH YOU,,1,HAVE,HAS,V->Z@2,,,,,0.924,1.265,0.162,0.283,,,,,no,yes,3,3
R0186,096250009,09625,THIS WAS WHAT THEY WERE LOOKING FOR,THIS WAS WHAT THEY IS LOOKING FOR,THIS WAS WHAT THE WERE LOOKING FOR,4,WERE,IS,W->IH@0;ER->Z@1,3,THEY,THE,EY->AH@1,2.753,3.034,0.705,0.786,1.929,2.673,0.585,0.685,yes,yes,2,4
R0187,096250012,09625,AND HE WAS STILL THAT LITTLE BOY,AND SHE WAS STILL THAT LITTLE BOY,AND HE WAS STILL THAT LITTLE BE,1,HE,SHE,HH->SH@0,6,BOY,BE,OY->IY@1,1.161,1.442,0.181,0.241,4.926,4.966,1.446,1.486,yes,no,3,4
R0188,096250013,09625,I HAD NO WHERE ELSE TO GO,I HAVE NO WHERE ELSE TO GO,I HAD NO WHERE ELSE TO SO,1,HAD,HAVE,D->V@2,6,GO,SO,G->S@0,0.863,1.224,0.201,0.361,4.815,4.835,1.605,1.625,yes,no,3,5
R0189,096250015,09625,HE ASKED ALL OF US,SHE ASKED ALL OF US,HE ASKED OR OF US,0,HE,SHE,HH->SH@0,2,ALL,OR,L->R@1,0.0,0.02,0.0,0.142,2.269,2.751,0.649,0.75,yes,no,3,4
R0190,096250016,09625,I JUST HAD A LONG DAY,I JUST HAVE A LONG DAY,I JUST HAD A LONG SAY,2,HAD,HAVE,D->V@2,5,DAY,SAY,D->S@0,2.25,2.592,0.467,0.61,4.681,4.721,0.996,1.463,yes,no,3,5
R0191,096250017,09625,NO ONE WAS IN THE ROOM,NO ONE WAS 'N THE ROOM,NO WHAT WAS IN THE ROOM,3,IN,'N,IH->AH@0,1,ONE,WHAT,N->T@2,2.506,2.566,0.663,0.703,1.544,2.105,0.301,0.442,yes,yes,3,3
R0192,096250018,09625,HE LOOKED TO HIS SIDE AND SMILED,SHE LOOKED TO HIS SIDE AND SMILED,HE LOOKED TO HIS SIDE END SMILED,0,HE,SHE,HH->SH@0,5,AND,END,AE->EH@0,0.0,0.984,0.0,0.142,3.775,4.016,1.073,1.154,yes,yes,3,4
R0193,096250020,09625,HOW MUCH WOULD THEY KNOW OF WHAT HAD HAPPENED,HOW MUCH WILL THEY KNOW OF WHAT HAD HAPPENED,HE MUCH WOULD THEY KNOW OF WHAT HAD HAPPENED,2,WOULD,WILL,AH->IH@1;D->L@2,0,HOW,HE,AW->IY@1,1.403,2.004,0.364,0.505,0.0,0.601,0.0,0.121,yes,yes,3,5
R0194,096250021,09625,SO ENJOY AND TELL ME WHAT YOU THINK OF IT,SO ENJOY AND TELL ME THAT YOU THINK OF IT,SO ENJOY AND TELL ME WHAT TO THINK OF IT,5,WHAT,THAT,W->DH@0;AH->AE@1,6,YOU,TO,Y->T@0,4.445,4.785,1.048,1.169,5.105,5.306,1.21,1.31,yes,yes,3,3
R0195,096250023,09625,THEN SHE TURNED TO HIM,THAT SHE TURNED TO HIM,THEN SHE TURNED DO HIM,0,THEN,THAT,EH->AE@1;N->T@2,3,TO,DO,T->D@0,0.0,0.884,0.0,0.204,2.089,2.511,0.754,0.835,yes,yes,3,4
R0196,096260003,09626,IT WAS JUST YOU LAST TIME,IT WAS JUST YA LAST TIME,,3,YOU,YA,UW->AA@1,,,,,5.218,5.338,0.907,0.988,,,,,no,yes,3,3
R0197,096260004,09626,THERE IS NO WAY I CAN GET BY THIS,THERE IS NA WAY I CAN GET BY THIS,THERE IS NO WAY I CAN GET BE THIS,2,NO,NA,OW->AA@1,7,BY,BE,AY->IY@1,1.122,1.442,0.324,0.405,5.228,5.328,1.195,1.296,yes,yes,3,4
R0198,096260005,09626,BUT HOW WOULD THEY GO ABOUT IT,BUT HOW WOULD THE GO ABOUT IT,BUT HE WOULD THEY GO ABOUT IT,3,THEY,THE,EY->AH@1,1,HOW,HE,AW->IY@1,1.966,3.17,0.524,0.605,0.482,0.783,0.161,0.302,yes,yes,3,5
R0199,096260007,09626,YOU ARE GOING TO HAVE TO COME WITH US NOW,YOU ARE GOING TO HAVE TO CAME WITH US NOW,YOU ARE GOING TO HAVE TO COME WITH UP NOW,6,COME,CAME,AH->EY@1,8,US,UP,S->P@1,4.507,5.148,1.006,1.167,6.651,6.831,1.489,1.59,yes,yes,3,4
R0200,096260012,09626,HE STILL COULD NOT SEE ANYTHING,HE STILL CODE NOT SEE ANYTHING,SEE STILL COULD NOT SEE ANYTHING,2,COULD,CODE,UH->OW@1,0,HE,SEE,HH->S@0,2.586,2.967,0.523,0.664,0.0,0.02,0.0,0.141,yes,no,3,5
R0201,096260013,09626,WE HAD TO MAKE IT,WERE HAD TO MAKE IT,WE HAD TO TAKE IT,0,WE,WERE,IY->ER@1,3,MAKE,TAKE,M->T@0,0.0,0.983,0.0,0.142,2.708,3.129,0.425,0.728,yes,yes,3,3
R0202,096260016,09626,I HAD TO FIND A DIFFERENT BACK DOOR,I HAS TO FIND A DIFFERENT BACK DOOR,I HAD TO FIND A DIFFERENT BACK LAW,1,HAD,HAS,D->Z@2,7,DOOR,LAW,D->L@0,0.341,1.243,0.203,0.344,8.122,8.202,1.337,1.742,yes,yes,3,3
R0203,096260017,09626,HE HAD NO IDEA WHAT PEOPLE WOULD SAY,HE HAD NO IDEA WET PEOPLE WOULD SAY,HE HAD SO IDEA WHAT PEOPLE WOULD SAY,4,WHAT,WET,AH->EH@1,2,NO,SO,N->S@0,4.945,5.165,1.027,1.148,2.322,2.422,0.362,0.463,yes,yes,3,4
R0204,096260019,09626,IT WAS TOO DARK TO SEE WHO IT WAS,IT WAS TOO MARK TO SEE WHO IT WAS,IT WAS TOO DARK TO SEE TO IT WAS,3,DARK,MARK,D->M@0,6,WHO,TO,HH->T@0,2.987,3.669,0.846,1.087,5.794,6.917,1.571,1.671,yes,yes,3,3
R0205,096260020,09626,THAT ALL I CAN EVER BE,WHAT ALL I CAN EVER BE,THAT OR I CAN EVER BE,0,THAT,WHAT,DH->W@0;AE->AH@1,1,ALL,OR,L->R@1,0.0,0.821,0.0,0.162,1.121,1.502,0.203,0.304,yes,yes,3,4
R0206,096280011,09628,YOU WILL HAND HIM OVER TO ME,YOU WILL HAND HIM OVER TO MY,YOU WILL HAND HIM OVER DO ME,6,ME,MY,IY->AY@1,5,TO,DO,T->D@0,7.062,7.082,1.361,1.382,5.457,5.858,0.975,1.097,yes,no,3,5
R0207,096280012,09628,HE WAS A GOOD MAN THOUGH,HE WAS A GOD MAN THOUGH,HE WAS A GOOD CAN THOUGH,3,GOOD,GOD,UH->AA@1,4,MAN,CAN,M->K@0,2.028,2.912,0.344,0.506,3.273,3.655,0.566,0.748,yes,yes,3,3
R0208,096280015,09628,I WANTED TO SEE WHO SHE WAS,I WANTED TO SEE WHO HE WAS,,5,SHE,HE,SH->HH@0,,,,,6.516,7.659,1.085,1.205,,,,,no,yes,3,3
R0209,096280018,09628,THIS WAS NOT RIGHT NOT RIGHT AT ALL,KISS WAS NOT RIGHT NOT RIGHT AT ALL,THIS WAS NOT RIGHT NOT RIGHT IT ALL,0,THIS,KISS,DH->K@0,6,AT,IT,AE->IH@0,0.0,0.822,0.0,0.201,5.475,6.357,1.468,1.508,yes,yes,3,3
R0210,096280021,09628,I SAW AT ONCE HOW IT WAS,I SEE AT ONCE HOW IT WAS,I SAW AT ONCE HOW IN WAS,1,SAW,SEE,AO->IY@1,5,IT,IN,T->N@1,0.702,0.923,0.202,0.323,4.215,4.355,0.95,1.092,yes,yes,3,3
R0211,096280027,09628,NOW THAT HE HAD THE TIME,NOW THAT HE HAD THE TEAM,NOW THAT HE HEAD THE TIME,5,TIME,TEAM,AY->IY@1,3,HAD,HEAD,AE->EH@1,4.272,4.733,0.765,1.289,2.427,2.788,0.524,0.624,yes,yes,3,3
R0212,096280028,09628,BUT WHAT ELSE AM I TO DO,BUT WHAT ELSE AM I TO DA,BIT WHAT ELSE AM I TO DO,6,DO,DA,UW->AA@1,0,BUT,BIT,AH->IH@1,6.003,6.023,1.419,1.44,0.0,0.683,0.0,0.162,yes,no,3,4
R0213,096290004,09629,SHE SMILED AT THE TIME,SHE SMILED AT THE TEAM,SHE SMILED IT THE TIME,4,TIME,TEAM,AY->IY@1,2,AT,IT,AE->IH@0,5.534,5.594,1.31,1.37,2.767,3.629,0.604,0.645,yes,yes,3,3
R0214,096290007,09629,THERE WAS ONE RIGHT IN FRONT OF ME,THERE WAS ONE RATE IN FRONT OF ME,THERE WAS ONE RIGHT IT FRONT OF ME,3,RIGHT,RATE,AY->EY@1,4,IN,IT,N->T@1,4.169,5.552,0.563,0.764,5.633,6.434,0.824,0.885,yes,yes,3,3
R0215,096290011,09629,I CAN GET HER BACK,I CAN GET HER BUCK,I CAN GET HE BACK,4,BACK,BUCK,AE->AH@1,3,HER,HE,ER->IY@1,4.588,4.648,0.676,1.045,2.645,3.125,0.553,0.635,yes,yes,3,6
R0216,096290012,09629,THE BOY LOOKED FROM THE HAND TO HER,THE BOY LOCKED FROM THE HAND TO HER,THE BOY LOOKED FROM THE HAND TO HE,2,LOOKED,LOCKED,UH->AA@1,7,HER,HE,ER->IY@1,1.905,2.166,0.323,0.546,7.04,7.08,1.273,1.556,yes,no,5,6
R0217,096290016,09629,I MADE IT TO HER HOUSE,I MUD IT TO HER HOUSE,I MADE IN TO HER HOUSE,1,MADE,MUD,EY->AH@1,2,IT,IN,T->N@1,0.841,1.362,0.182,0.525,1.903,2.003,0.566,0.627,yes,yes,3,5
R0218,096290021,09629,AND THE FIRST THOUGH IN MY HEAD WAS,AND THE FIRST SAW IN MY HEAD WAS,AND THE FIRST THOUGH IT MY HEAD WAS,3,THOUGH,SAW,DH->S@0;OW->AO@1,4,IN,IT,N->T@1,3.227,3.388,0.526,0.687,3.688,3.809,0.708,0.748,yes,yes,2,6
R0219,096290023,09629,IT WAS NOT YET TIME,IT WAS NOT YET TEAM,IN WAS NOT YET TIME,4,TIME,TEAM,AY->IY@1,0,IT,IN,T->N@1,3.594,4.919,1.623,1.683,0.0,0.02,0.0,0.183,yes,no,3,5
R0220,096300006,09630,SHE SMILED AND WALKED WITH HIM,SHE SMILED BUT WALKED WITH HIM,SHE SMILED AND WALKED WILL HIM,2,AND,BUT,AE->B@0;N->AH@1;D->T@2,4,WITH,WILL,DH->L@2,2.447,2.567,0.622,0.702,3.41,3.63,1.064,1.264,yes,yes,3,5
R0221,096300011,09630,I SAW YOU TAKE THEM,I SEE YOU TAKE THEM,I SAW TO TAKE THEM,1,SAW,SEE,AO->IY@1,2,YOU,TO,Y->T@0,0.705,0.846,0.202,0.363,1.47,1.611,0.423,0.524,yes,yes,3,4
R0222,096300013,09630,THAT IS THEY WOULD IF I HAD ANY FRIENDS,WHAT IS THEY WOULD IF I HAD ANY FRIENDS,THAT IS THE WOULD IF I HAD ANY FRIENDS,0,THAT,WHAT,DH->W@0;AE->AH@1,2,THEY,THE,EY->AH@1,0.0,0.763,0.0,0.181,1.988,2.169,0.342,0.443,yes,yes,3,3
R0223,096300017,09630,AND IT JUST MIGHT BE,BUT IT JUST MIGHT BE,AND IN JUST MIGHT BE,0,AND,BUT,AE->B@0;N->AH@1;D->T@2,1,IT,IN,T->N@1,0.0,0.04,0.0,0.141,1.707,2.049,0.201,0.282,yes,no,2,6
R0224,096300019,09630,HE LOOKED AWAY FROM IT,SHE LOOKED AWAY FROM IT,HE LOOKED AWAY FROM IN,0,HE,SHE,HH->SH@0,4,IT,IN,T->N@1,0.0,0.764,0.0,0.142,3.416,3.436,1.315,1.335,yes,no,3,3
R0225,096310007,09631,BUT THE EYES WERE RIGHT,BUT THE E.'S WERE RIGHT,BUT THE EYES WE RIGHT,2,EYES,E.'S,AY->IY@0,3,WERE,WE,ER->IY@1,1.524,1.885,0.304,0.547,1.965,2.326,0.608,0.73,yes,yes,3,6
R0226,096310011,09631,HE ALWAYS SAW IF SHE WANTED HIM NOT TO,HE ALWAYS SEE IF SHE WANTED HIM NOT TO,HE ALWAYS SAW IN SHE WANTED HIM NOT TO,2,SAW,SEE,AO->IY@1,3,IF,IN,F->N@1,2.302,2.582,0.606,0.869,3.062,3.142,0.99,1.071,yes,yes,3,5
R0227,096310013,09631,WHAT WOULD THEY BE LIKE TO WORK WITH,WHAT WOULD THEY BE LIKE TO WORK WET,ONE WOULD THEY BE LIKE TO WORK WITH,7,WITH,WET,IH->EH@1;TH->T@2,0,WHAT,ONE,T->N@2,3.79,4.713,1.298,1.683,0.0,0.682,0.0,0.162,yes,yes,3,4
R0228,096310016,09631,THAT WAS AS MUCH AS HE WOULD GIVE HER,THAT WAS AS MUCH AS HER WOULD GIVE HER,THAT WAS IS MUCH AS HE WOULD GIVE HER,5,HE,HER,IY->ER@1,2,AS,IS,AE->IH@0,3.411,3.652,1.006,1.046,1.625,1.705,0.463,0.543,yes,yes,3,6
R0229,096310018,09631,I THINK IT WILL DO US ALL SOME GOOD,I THINK IT WILL DO 'S ALL SOME GOOD,I THINK IT WILL DO US OR SOME GOOD,5,US,'S,AH->EH@0,6,ALL,OR,L->R@1,3.473,3.533,1.188,1.288,3.694,4.015,1.409,1.55,yes,yes,3,3
R0230,096310019,09631,THE THING HAD COME AND SO IT MUST BE,THE THING HAD COME AND SO IT MOST BE,THE THING HAD COME AND SO IN MUST BE,7,MUST,MOST,AH->OW@1,6,IT,IN,T->N@1,3.174,3.615,1.536,1.718,2.953,3.053,1.293,1.475,yes,yes,5,7
R0231,096330005,09633,I WILL FIND THEM FOR YOU,I WOULD FIND THEM FOR YOU,I WILL FIND THEM FOR TO,1,WILL,WOULD,IH->UH@1;L->D@2,5,YOU,TO,Y->T@0,0.944,1.205,0.162,0.324,4.018,4.781,0.951,1.254,yes,yes,3,3
R0232,096330008,09633,YOU NEED TO COME WITH ME,YOU NEED TO CAME WITH ME,YOU NEED TO COME WILL ME,3,COME,CAME,AH->EY@1,4,WITH,WILL,DH->L@2,3.63,4.252,0.467,0.61,4.312,4.533,0.65,0.792,yes,yes,3,7
R0233,096330009,09633,I WOULD NEVER HAVE LEFT,I WOULD NEVER HAD LEFT,I COULD NEVER HAVE LEFT,3,HAVE,HAD,V->D@2,1,WOULD,COULD,W->K@0,2.891,3.332,0.592,0.715,1.064,1.486,0.163,0.306,yes,yes,3,7
R0234,096330010,09633,THEY HAD TO GET OUT OF THERE,THEY HAVE TO GET OUT OF THERE,THE HAD TO GET OUT OF THERE,1,HAD,HAVE,D->V@2,0,THEY,THE,EY->AH@1,0.965,1.326,0.204,0.305,0.0,0.864,0.0,0.143,yes,yes,3,7
R0235,096330012,09633,WE WERE THE SAME I OPENED MY EYES,THEY WERE THE SAME I OPENED MY EYES,WE WERE THE SAME I OPENED ME EYES,0,WE,THEY,W->DH@0;IY->EY@1,6,MY,ME,AY->IY@1,0.0,0.02,0.0,0.1,4.053,4.274,1.084,1.184,yes,no,2,6
R0236,096330013,09633,BUT HOW CAN SHE TELL WHO IT WAS,BUT HOW CAN SHE TOLL WHO IT WAS,BUT HOW CAN SHE TELL TO IT WAS,4,TELL,TOLL,EH->OW@1,5,WHO,TO,HH->T@0,3.386,3.586,0.565,0.727,4.107,4.507,0.787,0.888,yes,yes,3,6
R0237,096330015,09633,THE GIRL WALKED IN AND LOOKED AROUND,THE GOAL WALKED IN AND LOOKED AROUND,THE GIRL WALKED IT AND LOOKED AROUND,1,GIRL,GOAL,ER->OW@1,3,IN,IT,N->T@1,0.824,1.246,0.162,0.324,1.908,2.049,0.77,0.83,yes,yes,3,4
R0238,096330016,09633,HE WAS ALWAYS UP TO NO GOOD,SHE WAS ALWAYS UP TO NO GOOD,HE WAS ALWAYS UP TO SO GOOD,0,HE,SHE,HH->SH@0,5,NO,SO,N->S@0,0.0,1.003,0.0,0.102,4.574,5.276,0.955,1.057,yes,yes,3,5
R0239,096330018,09633,THAT DAY WAS THE FIRST TIME I SAW HIM,THAT DAY WAS THE FIRST TIME I SEE HIM,THAT DAY ONE THE FIRST TIME I SAW HIM,7,SAW,SEE,AO->IY@1,2,WAS,ONE,Z->N@2,5.311,6.013,1.511,1.693,1.864,2.345,0.584,0.726,yes,yes,3,7
R0240,096330020,09633,BUT THEN AGAIN THIS WAS HER HOUSE,BUT THEM AGAIN THIS WAS HER HOUSE,BIT THEN AGAIN THIS WAS HER HOUSE,1,THEN,THEM,N->M@2,0,BUT,BIT,AH->IH@1,1.846,2.127,0.141,0.242,0.0,0.843,0.0,0.121,yes,yes,3,3
R0241,096330021,09633,HE WAS NOT HARD TO SEE FROM WHERE SHE WAS,SHE WAS NOT HARD TO SEE FROM WHERE SHE WAS,HE WAS NOT HARD TO SEE FROM WHEN SHE WAS,0,HE,SHE,HH->SH@0,7,WHERE,WHEN,R->N@2,0.0,0.02,0.0,0.101,6.13,6.511,1.351,1.553,yes,no,3,4
R0242,096330022,09633,I DO LOVE YOU AND I CAN MAKE THINGS RIGHT,I DO LOVE YOU AND I CAN MADE THINGS RIGHT,I DO LEAVE YOU AND I CAN MAKE THINGS RIGHT,7,MAKE,MADE,K->D@2,2,LOVE,LEAVE,AH->IY@1,4.794,5.115,1.234,1.376,1.384,1.765,0.344,0.526,yes,yes,3,5
R0243,096340006,09634,THAT HAD TO BE IT THEN,THAT HAD TO D IT THEN,THAT HAD TO BE IT THEIR,3,BE,D,B->D@0,5,THEN,THEIR,N->R@2,3.323,3.864,0.486,0.85,6.246,6.306,1.153,1.335,yes,yes,3,3
R0244,096340008,09634,HE WILL WANT ME JUST FOR ME,HA WILL WANT ME JUST FOR ME,HE WILL WANT ME JUST LAW ME,0,HE,HA,IY->AA@1,5,FOR,LAW,F->L@0,0.0,0.782,0.0,0.121,5.477,5.838,0.908,1.009,yes,yes,3,5
R0245,096340010,09634,AND I LIKE HER EYES,AND I LOCK HER EYES,AND I LIKE HE EYES,2,LIKE,LOCK,AY->AA@1,3,HER,HE,ER->IY@1,2.989,3.491,0.343,0.504,4.654,5.075,0.525,0.625,yes,yes,3,4
R0246,096340011,09634,BUT HERE NOW HE REALLY WAS,BUT HERE NO HE REALLY WAS,,2,NOW,NO,AW->OW@1,,,,,2.845,3.065,0.422,0.543,,,,,no,yes,3,4
R0247,096340013,09634,YOU ASKED TO SEE IT,YOU ASKED TO SA IT,,3,SEE,SA,IY->AA@1,,,,,4.214,4.675,0.745,1.328,,,,,no,yes,3,4
R0248,096340016,09634,BUT HOW ARE YOU GOING TO HELP IT,BEAT HOW ARE YOU GOING TO HELP IT,BUT HOW ARE TO GOING TO HELP IT,0,BUT,BEAT,AH->IY@1,3,YOU,TO,Y->T@0,0.0,0.04,0.0,0.121,3.089,3.289,0.425,0.486,yes,no,3,4
R0249,096340017,09634,HE WALKED OVER TO THE DOOR AND OPENED IT,HUH WALKED OVER TO THE DOOR AND OPENED IT,,0,HE,HUH,IY->AH@1,,,,,0.0,0.02,0.0,0.121,,,,,no,no,3,5
R0250,096340019,09634,I LOOKED AROUND BUT I STILL FOUND NO ONE,AH LOOKED AROUND BUT I STILL FOUND NO ONE,I LOOKED AROUND BUT I STILL FOUND SO ONE,0,I,AH,AY->AA@0,7,NO,SO,N->S@0,,,0.0,0.101,8.613,8.753,1.511,1.652,yes,no,3,4
R0251,096340020,09634,I KNOW THAT THEY WILL NOT LET ME DOWN,I KNOW THAT THEY WOULD NOT LET ME DOWN,I SO THAT THEY WILL NOT LET ME DOWN,4,WILL,WOULD,IH->UH@1;L->D@2,1,KNOW,SO,N->S@0,3.825,3.965,0.544,0.665,0.02,0.1,0.161,0.282,yes,yes,3,5
R0252,096340022,09634,I NEVER SAW HIM LOOKING LIKE THAT,OH NEVER SAW HIM LOOKING LIKE THAT,,0,I,OH,AY->OW@0,,,,,,,0.0,0.122,,,,,no,no,3,3
R0253,096340023,09634,WE HAVE TO DO SOMETHING WITH HIM,WE HAD TO DO SOMETHING WITH HIM,WE HAVE DO DO SOMETHING WITH HIM,1,HAVE,HAD,V->D@2,2,TO,DO,T->D@0,0.862,1.343,0.202,0.364,1.464,2.025,0.405,0.486,yes,yes,3,5
R0254,096350008,09635,IT SHOULD AS HE WAS ONE AFTER ALL,IT SHOULD AS HER WAS ONE AFTER ALL,IN SHOULD AS HE WAS ONE AFTER ALL,3,HE,HER,IY->ER@1,0,IT,IN,T->N@1,2.328,2.669,1.044,1.084,0.0,0.02,0.0,0.422,yes,no,3,5
R0255,096350009,09635,AND SHE WAS THE ONLY PERSON LEFT,AND SHE WAS THE ONLY PERSON LIFT,AND SHE ONE THE ONLY PERSON LEFT,6,LEFT,LIFT,EH->IH@1,2,WAS,ONE,Z->N@2,6.525,6.585,1.325,1.707,1.441,1.721,0.361,0.462,yes,yes,5,3
R0256,096350010,09635,THE OTHER AT THE BACK OF HIS HEAD,THE OTHER AT THE BACK OF HIS HEARD,THE OTHER IT THE BACK OF HIS HEAD,7,HEAD,HEARD,EH->ER@1,2,AT,IT,AE->IH@0,10.537,10.597,1.105,1.486,2.204,2.544,0.382,0.442,yes,yes,3,5
R0257,096350011,09635,I WILL FIND OUT WHAT WAS GOING ON,I WILL FIND OUT WHAT WAS GOING OWN,I WILL FIND OUT WHAT WAS KNOWING ON,7,ON,OWN,AH->OW@0,6,GOING,KNOWING,G->N@0,9.516,9.536,1.814,1.834,7.172,7.633,1.089,1.31,yes,no,3,5
R0258,096350013,09635,IT MADE ME WANT TO GET AWAY FROM HIM,IT MAD ME WANT TO GET AWAY FROM HIM,IN MADE ME WANT TO GET AWAY FROM HIM,1,MADE,MAD,EY->AE@1,0,IT,IN,T->N@1,1.263,1.723,0.562,0.742,0.0,0.02,0.0,0.201,yes,no,3,4
R0259,096350015,09635,IF IT BE SO I HAD BETTER GO,IF IT BE SO I HAD BITTER GO,IN IT BE SO I HAD BETTER GO,6,BETTER,BITTER,EH->IH@1,0,IF,IN,F->N@1,4.493,5.917,1.151,1.373,0.0,0.02,0.0,0.141,yes,no,5,6
R0260,096350016,09635,I PUT THEM ON AND I SAW WHERE WE WERE,I PUT THEM ON AND I SEE WHERE WE WERE,I PUT THEM IN AND I SAW WHERE WE WERE,6,SAW,SEE,AO->IY@1,3,ON,IN,AH->IH@0,3.402,4.023,0.963,1.164,1.701,2.542,0.542,0.642,yes,yes,3,7
R0261,096390001,09639,I WAS BACK IN THE ROOM,I WAS BAD IN THE ROOM,I WAS BACK IT THE ROOM,2,BACK,BAD,K->D@2,3,IN,IT,N->T@1,1.205,1.546,0.324,0.507,1.607,1.727,0.547,0.588,yes,yes,3,6
R0262,096390020,09639,HE HAD NOTHING ELSE HE WANTED TO DO OUT HERE,HE HAD NOTHING ELSE HE WANTED TO DO OUT HELL,HE HAD NOTHING ELSE HE WANTED TO DO IT HERE,9,HERE,HELL,IH->EH@1;AH->L@2,8,OUT,IT,AW->IH@0,4.686,4.746,1.812,2.194,3.665,3.805,1.631,1.751,yes,yes,3,3
R0263,096400001,09640,WAS IT POSSIBLE TO INTERPRET THEM TO ANY USEFUL PURPOSE,WHAT IT POSSIBLE TO INTERPRET THEM TO ANY USEFUL PURPOSE,WAS IT POSSIBLE TO INTERPRET SOME TO ANY USEFUL PURPOSE,0,WAS,WHAT,Z->T@2,5,THEM,SOME,DH->S@0,0.0,0.04,0.0,0.161,3.242,4.043,1.647,1.767,yes,no,3,3
R0264,096400006,09640,THE RECEIVER HAD NOT SUFFERED AT ALL,THE RECEIVER HAVE NOT SUFFERED AT ALL,THE RECEIVER HAD NOT SUFFERED IT ALL,2,HAD,HAVE,D->V@2,5,AT,IT,AE->IH@0,1.89,2.151,0.605,0.726,4.021,4.242,1.533,1.694,yes,yes,3,3
R0265,096400019,09640,THAT'S WHY WE BOTH PASSED OUT,WHAT'S WHY WE BOTH PASSED OUT,THAT'S WHY WE BOTH PASSED IT,0,THAT'S,WHAT'S,DH->W@0;AE->AH@1,5,OUT,IT,AW->IH@0,0.0,0.944,0.0,0.262,4.379,4.419,1.25,1.533,yes,no,3,3
